iteration,source,method,task_family,task_name,seed,frontier_id,objective_key,objective_value,best_so_far_objective,best_so_far_objective_iteration,combined_score,best_so_far_combined_score,best_so_far_combined_score_iteration,candidate_score,local_best,global_best_before,global_best_after,global_best,target_value,target_ratio,best_so_far_target_ratio,best_so_far_target_ratio_iteration,generation_cost,retry_cost,guide_cost,iteration_cost,cumulative_cost,remaining_budget_ratio,remaining_budget_ratio_before,remaining_budget_ratio_after,input_tokens,output_tokens,total_tokens,prompt_tokens,completion_tokens,generation_input_tokens,generation_output_tokens,retry_input_tokens,retry_output_tokens,guide_input_tokens,guide_output_tokens,num_calls,num_generation_calls_this_iteration,num_retry_calls_this_iteration,num_guide_calls_this_iteration,lambda_t,local_gain,global_gain,local_gain_normalized,global_gain_normalized,frontier_improvement,utility,frontier_signal,routing_reward,routing_stat,router_reward,recent_improvement_avg,stagnation_steps,intensity,tier,base_tier,final_tier,tier_override_reason,meta_triggered,guide_triggered,meta_sources,paradigm_triggered,paradigm_count,attempts_used,model_name,validity,eval_time,metrics_raw,calls,action_family,action_tier,budget_bin,call_completion_tokens,call_costs,call_input_tokens,call_model_names,call_output_tokens,call_prompt_tokens,call_roles,call_total_tokens,frontier_gain,generation_completion_tokens,generation_prompt_tokens,guide_completion_tokens,guide_prompt_tokens,retry_completion_tokens,retry_prompt_tokens
13,iteration,evox,circle_packing,evaluator,,,sum_radii,1.623258487069974,1.830925640652798,1,0.6160373764971439,0.6948484404754453,1,0.6160373764971439,0.6160373764971439,0.6948484404754453,0.6948484404754453,0.6948484404754453,,0.6160373764971439,0.6948484404754453,1,0.012473799999999998,0.0,0.04231185999999999,0.05478565999999999,0.20489039999999997,0.997951096,0.9984989526,0.997951096,13298,19657,32955,13298,19657,6930,3254,0,0,6368,16403,3,1,0,2,,-0.0788110639783014,0.0,-0.11342194842428584,0.0,,-0.0788110639783014,,,,,,,,,,,,True,True,"[""evox_search_algorithm_generation""]",False,0,1,z-ai/glm-5,1.0,0.3387932777404785,"{""combined_score"": 0.6160373764971439, ""eval_time"": 0.17749309539794922, ""sum_radii"": 1.623258487069974, ""target_ratio"": 0.6160373764971439, ""validity"": 1.0}","[{""input_tokens"": 6930, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 3254, ""raw_cost"": 0.012473799999999998, ""role"": ""generation"", ""total_tokens"": 10184}, {""input_tokens"": 3169, ""meta"": {""inner_search_iteration"": 1, ""original_role"": ""generation"", ""source"": ""evox_search_algorithm_generation""}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 5805, ""raw_cost"": 0.01563318, ""role"": ""guide"", ""total_tokens"": 8974}, {""input_tokens"": 3199, ""meta"": {""inner_search_iteration"": 1, ""original_role"": ""retry"", ""source"": ""evox_search_algorithm_generation""}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 10598, ""raw_cost"": 0.026678679999999996, ""role"": ""guide"", ""total_tokens"": 13797}]",,,,"[3254, 5805, 10598]","[0.012473799999999998, 0.01563318, 0.026678679999999996]","[6930, 3169, 3199]","[""z-ai/glm-5"", ""z-ai/glm-5"", ""z-ai/glm-5""]","[3254, 5805, 10598]","[6930, 3169, 3199]","[""generation"", ""guide"", ""guide""]","[10184, 8974, 13797]",,3254,6930,16403,6368,0,0
14,iteration,evox,circle_packing,evaluator,,,,,1.830925640652798,1,,0.6948484404754453,1,,,0.6948484404754453,0.6948484404754453,0.6948484404754453,,,0.6948484404754453,1,0.039612079999999994,0.03797106,0.0,0.07758314,0.28247353999999997,0.9971752646,0.997951096,0.9971752646,8487,31075,39562,8487,31075,2679,16384,5808,14691,0,0,3,1,2,0,,,,,,,,,,,,,,,,,,,False,False,[],False,0,3,z-ai/glm-5,,360.1017417907715,"{""error"": 0.0, ""timeout"": true}","[{""input_tokens"": 2679, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 16384, ""raw_cost"": 0.039612079999999994, ""role"": ""generation"", ""total_tokens"": 19063}, {""input_tokens"": 2713, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 3799, ""raw_cost"": 0.010691059999999999, ""role"": ""retry"", ""total_tokens"": 6512}, {""input_tokens"": 3095, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 10892, ""raw_cost"": 0.02728, ""role"": ""retry"", ""total_tokens"": 13987}]",,,,"[16384, 3799, 10892]","[0.039612079999999994, 0.010691059999999999, 0.02728]","[2679, 2713, 3095]","[""z-ai/glm-5"", ""z-ai/glm-5"", ""z-ai/glm-5""]","[16384, 3799, 10892]","[2679, 2713, 3095]","[""generation"", ""retry"", ""retry""]","[19063, 6512, 13987]",,16384,2679,0,0,14691,5808
17,iteration,evox,circle_packing,evaluator,,,sum_radii,2.6086313963302468,2.6086313963302468,17,0.9899929397837749,0.9899929397837749,17,0.9899929397837749,0.9899929397837749,0.6948484404754453,0.9899929397837749,0.9899929397837749,,0.9899929397837749,0.9899929397837749,17,0.012401579999999999,0.0,0.0,0.012401579999999999,0.29487512,0.9970512488,0.9971752646,0.9970512488,2859,4497,7356,2859,4497,2859,4497,0,0,0,0,1,1,0,0,,0.29514449930832964,0.29514449930832964,0.42476097248830125,0.42476097248830125,,0.29514449930832964,,,,,,,,,,,,False,False,[],False,0,1,z-ai/glm-5,1.0,13.526075839996338,"{""combined_score"": 0.9899929397837749, ""eval_time"": 6.4942896366119385, ""sum_radii"": 2.6086313963302468, ""target_ratio"": 0.9899929397837749, ""validity"": 1.0}","[{""input_tokens"": 2859, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 4497, ""raw_cost"": 0.012401579999999999, ""role"": ""generation"", ""total_tokens"": 7356}]",,,,[4497],[0.012401579999999999],[2859],"[""z-ai/glm-5""]",[4497],[2859],"[""generation""]",[7356],,4497,2859,0,0,0,0
18,iteration,evox,circle_packing,evaluator,,,sum_radii,2.5922886946419217,2.6086313963302468,17,0.9837907759551886,0.9899929397837749,17,0.9837907759551886,0.9837907759551886,0.9899929397837749,0.9899929397837749,0.9899929397837749,,0.9837907759551886,0.9899929397837749,17,0.01393866,0.0,0.0,0.01393866,0.30881378,0.9969118622,0.9970512488,0.9969118622,8808,3303,12111,8808,3303,8808,3303,0,0,0,0,1,1,0,0,,-0.0062021638285862934,0.0,-0.006264856626089589,0.0,,-0.0062021638285862934,,,,,,,,,,,,False,False,[],False,0,1,z-ai/glm-5,1.0,5.8041229248046875,"{""combined_score"": 0.9837907759551886, ""eval_time"": 2.8501296043395996, ""sum_radii"": 2.5922886946419217, ""target_ratio"": 0.9837907759551886, ""validity"": 1.0}","[{""input_tokens"": 8808, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 3303, ""raw_cost"": 0.01393866, ""role"": ""generation"", ""total_tokens"": 12111}]",,,,[3303],[0.01393866],[8808],"[""z-ai/glm-5""]",[3303],[8808],"[""generation""]",[12111],,3303,8808,0,0,0,0
19,iteration,evox,circle_packing,evaluator,,,sum_radii,1.5353238467901726,2.6086313963302468,17,0.5826655965048094,0.9899929397837749,17,0.5826655965048094,0.5826655965048094,0.9899929397837749,0.9899929397837749,0.9899929397837749,,0.5826655965048094,0.9899929397837749,17,0.0120494,0.0,0.0,0.0120494,0.32086317999999997,0.9967913682,0.9969118622,0.9967913682,9535,2254,11789,9535,2254,9535,2254,0,0,0,0,1,1,0,0,,-0.40732734327896547,0.0,-0.4114446951186643,0.0,,-0.40732734327896547,,,,,,,,,,,,False,False,[],False,0,1,z-ai/glm-5,1.0,0.3931999206542969,"{""combined_score"": 0.5826655965048094, ""eval_time"": 0.1884927749633789, ""sum_radii"": 1.5353238467901726, ""target_ratio"": 0.5826655965048094, ""validity"": 1.0}","[{""input_tokens"": 9535, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 2254, ""raw_cost"": 0.0120494, ""role"": ""generation"", ""total_tokens"": 11789}]",,,,[2254],[0.0120494],[9535],"[""z-ai/glm-5""]",[2254],[9535],"[""generation""]",[11789],,2254,9535,0,0,0,0
20,iteration,evox,circle_packing,evaluator,,,sum_radii,2.5922886946419217,2.6086313963302468,17,0.9837907759551886,0.9899929397837749,17,0.9837907759551886,0.9837907759551886,0.9899929397837749,0.9899929397837749,0.9899929397837749,,0.9837907759551886,0.9899929397837749,17,0.012684119999999998,0.0,0.0,0.012684119999999998,0.3335473,0.996664527,0.9967913682,0.996664527,9241,2622,11863,9241,2622,9241,2622,0,0,0,0,1,1,0,0,,-0.0062021638285862934,0.0,-0.006264856626089589,0.0,,-0.0062021638285862934,,,,,,,,,,,,False,False,[],False,0,1,z-ai/glm-5,1.0,5.920027256011963,"{""combined_score"": 0.9837907759551886, ""eval_time"": 3.2580695152282715, ""sum_radii"": 2.5922886946419217, ""target_ratio"": 0.9837907759551886, ""validity"": 1.0}","[{""input_tokens"": 9241, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 2622, ""raw_cost"": 0.012684119999999998, ""role"": ""generation"", ""total_tokens"": 11863}]",,,,[2622],[0.012684119999999998],[9241],"[""z-ai/glm-5""]",[2622],[9241],"[""generation""]",[11863],,2622,9241,0,0,0,0
21,iteration,evox,circle_packing,evaluator,,,sum_radii,2.5922886946419217,2.6086313963302468,17,0.9837907759551886,0.9899929397837749,17,0.9837907759551886,0.9837907759551886,0.9899929397837749,0.9899929397837749,0.9899929397837749,,0.9837907759551886,0.9899929397837749,17,0.012518919999999998,0.0,0.0,0.012518919999999998,0.34606622,0.9965393378,0.996664527,0.9965393378,9216,2558,11774,9216,2558,9216,2558,0,0,0,0,1,1,0,0,,-0.0062021638285862934,0.0,-0.006264856626089589,0.0,,-0.0062021638285862934,,,,,,,,,,,,False,False,[],False,0,1,z-ai/glm-5,1.0,5.8078131675720215,"{""combined_score"": 0.9837907759551886, ""eval_time"": 2.773594379425049, ""sum_radii"": 2.5922886946419217, ""target_ratio"": 0.9837907759551886, ""validity"": 1.0}","[{""input_tokens"": 9216, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 2558, ""raw_cost"": 0.012518919999999998, ""role"": ""generation"", ""total_tokens"": 11774}]",,,,[2558],[0.012518919999999998],[9216],"[""z-ai/glm-5""]",[2558],[9216],"[""generation""]",[11774],,2558,9216,0,0,0,0
22,iteration,evox,circle_packing,evaluator,,,sum_radii,2.5922886946419217,2.6086313963302468,17,0.9837907759551886,0.9899929397837749,17,0.9837907759551886,0.9837907759551886,0.9899929397837749,0.9899929397837749,0.9899929397837749,,0.9837907759551886,0.9899929397837749,17,0.012346439999999998,0.013307020000000001,0.0,0.02565346,0.37171968,0.9962828032,0.9965393378,0.9962828032,18728,5291,24019,18728,5291,9347,2442,9381,2849,0,0,2,1,1,0,,-0.0062021638285862934,0.0,-0.006264856626089589,0.0,,-0.0062021638285862934,,,,,,,,,,,,False,False,[],False,0,2,z-ai/glm-5,1.0,5.8508031368255615,"{""combined_score"": 0.9837907759551886, ""eval_time"": 2.71004581451416, ""sum_radii"": 2.5922886946419217, ""target_ratio"": 0.9837907759551886, ""validity"": 1.0}","[{""input_tokens"": 9347, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 2442, ""raw_cost"": 0.012346439999999998, ""role"": ""generation"", ""total_tokens"": 11789}, {""input_tokens"": 9381, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 2849, ""raw_cost"": 0.013307020000000001, ""role"": ""retry"", ""total_tokens"": 12230}]",,,,"[2442, 2849]","[0.012346439999999998, 0.013307020000000001]","[9347, 9381]","[""z-ai/glm-5"", ""z-ai/glm-5""]","[2442, 2849]","[9347, 9381]","[""generation"", ""retry""]","[11789, 12230]",,2442,9347,0,0,2849,9381
24,iteration,evox,circle_packing,evaluator,,,sum_radii,2.610529791766233,2.610529791766233,24,0.9907133934596711,0.9907133934596711,24,0.9907133934596711,0.9907133934596711,0.9899929397837749,0.9907133934596711,0.9907133934596711,,0.9907133934596711,0.9907133934596711,24,0.016298959999999998,0.0,0.0,0.016298959999999998,0.38801863999999997,0.9961198136,0.9962828032,0.9961198136,9898,3988,13886,9898,3988,9898,3988,0,0,0,0,1,1,0,0,,0.0007204536758962377,0.0007204536758962377,0.0007277361756272651,0.0007277361756272651,,0.0007204536758962377,,,,,,,,,,,,False,False,[],False,0,1,z-ai/glm-5,1.0,27.493091583251953,"{""combined_score"": 0.9907133934596711, ""eval_time"": 13.353452682495117, ""sum_radii"": 2.610529791766233, ""target_ratio"": 0.9907133934596711, ""validity"": 1.0}","[{""input_tokens"": 9898, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 3988, ""raw_cost"": 0.016298959999999998, ""role"": ""generation"", ""total_tokens"": 13886}]",,,,[3988],[0.016298959999999998],[9898],"[""z-ai/glm-5""]",[3988],[9898],"[""generation""]",[13886],,3988,9898,0,0,0,0
25,iteration,evox,circle_packing,evaluator,,,sum_radii,1.0190573678831294,2.610529791766233,24,0.3867390390448309,0.9907133934596711,24,0.3867390390448309,0.3867390390448309,0.9907133934596711,0.9907133934596711,0.9907133934596711,,0.3867390390448309,0.9907133934596711,24,0.02960142,0.0,0.0,0.02960142,0.41762005999999996,0.9958237994,0.9961198136,0.9958237994,2981,11937,14918,2981,11937,2981,11937,0,0,0,0,1,1,0,0,,-0.6039743544148402,0.0,-0.6096358022431703,0.0,,-0.6039743544148402,,,,,,,,,,,,False,False,[],False,0,1,z-ai/glm-5,1.0,459.53881788253784,"{""combined_score"": 0.3867390390448309, ""eval_time"": 228.0927300453186, ""sum_radii"": 1.0190573678831294, ""target_ratio"": 0.3867390390448309, ""validity"": 1.0}","[{""input_tokens"": 2981, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 11937, ""raw_cost"": 0.02960142, ""role"": ""generation"", ""total_tokens"": 14918}]",,,,[11937],[0.02960142],[2981],"[""z-ai/glm-5""]",[11937],[2981],"[""generation""]",[14918],,11937,2981,0,0,0,0
