iteration,source,method,task_family,task_name,seed,frontier_id,objective_key,objective_value,best_so_far_objective,best_so_far_objective_iteration,combined_score,best_so_far_combined_score,best_so_far_combined_score_iteration,candidate_score,local_best,global_best_before,global_best_after,global_best,target_value,target_ratio,best_so_far_target_ratio,best_so_far_target_ratio_iteration,generation_cost,retry_cost,guide_cost,iteration_cost,cumulative_cost,remaining_budget_ratio,remaining_budget_ratio_before,remaining_budget_ratio_after,input_tokens,output_tokens,total_tokens,prompt_tokens,completion_tokens,generation_input_tokens,generation_output_tokens,retry_input_tokens,retry_output_tokens,guide_input_tokens,guide_output_tokens,num_calls,num_generation_calls_this_iteration,num_retry_calls_this_iteration,num_guide_calls_this_iteration,lambda_t,local_gain,global_gain,local_gain_normalized,global_gain_normalized,frontier_improvement,utility,frontier_signal,routing_reward,routing_stat,router_reward,recent_improvement_avg,stagnation_steps,intensity,tier,base_tier,final_tier,tier_override_reason,meta_triggered,guide_triggered,meta_sources,paradigm_triggered,paradigm_count,attempts_used,model_name,validity,eval_time,metrics_raw,calls,action_family,action_tier,budget_bin,call_completion_tokens,call_costs,call_input_tokens,call_model_names,call_output_tokens,call_prompt_tokens,call_roles,call_total_tokens,frontier_gain,generation_completion_tokens,generation_prompt_tokens,guide_completion_tokens,guide_prompt_tokens,retry_completion_tokens,retry_prompt_tokens
11,iteration,costada,circle_packing,evaluator,,0,combined_score,0.0,1.423961733460865,10,0.0,0.540402934899759,10,0.0,0.36423689449571406,0.540402934899759,0.540402934899759,0.540402934899759,,,0.540402934899759,10,0.010762,0.0,0.0,0.010762,0.11827622000000002,0.88172378,0.89248578,0.88172378,8405,2048,10453,8405,2048,8405,2048,0,0,0,0,1,1,0,0,0.11827622000000004,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022020755050505617,5,0.49996500349965,rich,rich,rich,,False,False,[],False,0,1,z-ai/glm-5,0.0,0.14513540267944336,"{""combined_score"": 0.0, ""error"": ""Program execution failed: unterminated string literal (detected at line 3) (tmpujwknv8b.py, line 3)"", ""validity"": 0.0}","[{""input_tokens"": 8405, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 2048, ""raw_cost"": 0.010762, ""role"": ""generation"", ""total_tokens"": 10453}]",,,,[2048],[0.010762],[8405],"[""z-ai/glm-5""]",[2048],[8405],"[""generation""]",[10453],,2048,8405,0,0,0,0
12,iteration,costada,circle_packing,evaluator,,1,combined_score,0.0,1.423961733460865,10,0.0,0.540402934899759,10,0.0,0.540402934899759,0.540402934899759,0.540402934899759,0.540402934899759,,,0.540402934899759,10,0.01078432,0.0,0.0,0.01078432,0.12906054,0.87093946,0.88172378,0.87093946,8436,2048,10484,8436,2048,8436,2048,0,0,0,0,1,1,0,0,0.12906054,0.0,0.0,-1.0,0.0,0.0,0.0,0.03099072575581972,0.0,0.03099072575581972,0.0,0.022020755050505617,1,0.4452180391629347,rich,rich,rich,,False,False,[],False,0,1,z-ai/glm-5,0.0,0.14823102951049805,"{""combined_score"": 0.0, ""error"": ""Program execution failed: unterminated string literal (detected at line 5) (tmpiahyaf2y.py, line 5)"", ""validity"": 0.0}","[{""input_tokens"": 8436, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 2048, ""raw_cost"": 0.01078432, ""role"": ""generation"", ""total_tokens"": 10484}]",,,,[2048],[0.01078432],[8436],"[""z-ai/glm-5""]",[2048],[8436],"[""generation""]",[10484],,2048,8436,0,0,0,0
13,iteration,costada,circle_packing,evaluator,,0,sum_radii,1.5494336274783265,1.5494336274783265,13,0.5880203519841847,0.5880203519841847,13,0.5880203519841847,0.5880203519841847,0.540402934899759,0.5880203519841847,0.5880203519841847,,0.5880203519841847,0.5880203519841847,13,0.01053232,0.0,0.0,0.01053232,0.13959286,0.86040714,0.87093946,0.86040714,8086,2048,10134,8086,2048,8086,2048,0,0,0,0,1,1,0,0,0.13959286000000004,0.6143898678861152,0.0881146529917688,0.0881146529917688,0.0881146529917688,0.047617417084425684,0.5352877832664459,0.05352877832664458,0.08719627393191025,0.008719627393191022,0.08719627393191025,0.027972932186058827,0,0.49996500349965,rich,rich,rich,,False,False,[],False,0,1,z-ai/glm-5,1.0,0.3517789840698242,"{""combined_score"": 0.5880203519841847, ""eval_time"": 0.19588208198547363, ""sum_radii"": 1.5494336274783265, ""target_ratio"": 0.5880203519841847, ""validity"": 1.0}","[{""input_tokens"": 8086, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 2048, ""raw_cost"": 0.01053232, ""role"": ""generation"", ""total_tokens"": 10134}]",,,,[2048],[0.01053232],[8086],"[""z-ai/glm-5""]",[2048],[8086],"[""generation""]",[10134],,2048,8086,0,0,0,0
14,iteration,costada,circle_packing,evaluator,,1,sum_radii,1.5660170026456357,1.5660170026456357,14,0.5943138529964462,0.5943138529964462,14,0.5943138529964462,0.5943138529964462,0.5880203519841847,0.5943138529964462,0.5943138529964462,,0.5943138529964462,0.5943138529964462,14,0.00897208,0.0,0.0,0.00897208,0.14856494,0.85143506,0.86040714,0.85143506,8679,1184,9863,8679,1184,8679,1184,0,0,0,0,1,1,0,0,0.14856493999999998,0.09976059457687317,0.010702862564237962,0.010702862564237962,0.010702862564237962,0.00629350101226156,0.08576028978312258,0.03646768215855001,0.010607689525202683,0.028952422132758015,0.010607689525202683,0.014750978167028701,0,0.4476084546902016,rich,rich,rich,,False,False,[],False,0,1,z-ai/glm-5,1.0,0.31983089447021484,"{""combined_score"": 0.5943138529964462, ""eval_time"": 0.14385032653808594, ""sum_radii"": 1.5660170026456357, ""target_ratio"": 0.5943138529964462, ""validity"": 1.0}","[{""input_tokens"": 8679, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 1184, ""raw_cost"": 0.00897208, ""role"": ""generation"", ""total_tokens"": 9863}]",,,,[1184],[0.00897208],[8679],"[""z-ai/glm-5""]",[1184],[8679],"[""generation""]",[9863],,1184,8679,0,0,0,0
15,iteration,costada,circle_packing,evaluator,,0,sum_radii,1.5182597854559998,1.5660170026456357,14,0.5761896718998102,0.5943138529964462,14,0.5761896718998102,0.5880203519841847,0.5943138529964462,0.5943138529964462,0.5943138529964462,,0.5761896718998102,0.5943138529964462,14,0.03839128,0.0,0.0,0.03839128,0.18695622,0.81304378,0.85143506,0.81304378,8714,13964,22678,8714,13964,8714,13964,0,0,0,0,1,1,0,0,0.18695622,0.0,0.0,-0.03049597616689649,0.0,0.0,0.0,0.04817590049398012,0.0,0.007847664653871921,0.0,0.014750978167028701,1,0.4342378976555873,rich,rich,rich,,False,False,[],False,0,1,z-ai/glm-5,1.0,0.30873847007751465,"{""combined_score"": 0.5761896718998102, ""eval_time"": 0.14704012870788574, ""sum_radii"": 1.5182597854559998, ""target_ratio"": 0.5761896718998102, ""validity"": 1.0}","[{""input_tokens"": 8714, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 13964, ""raw_cost"": 0.03839128, ""role"": ""generation"", ""total_tokens"": 22678}]",,,,[13964],[0.03839128],[8714],"[""z-ai/glm-5""]",[13964],[8714],"[""generation""]",[22678],,13964,8714,0,0,0,0
16,iteration,costada,circle_packing,evaluator,,1,combined_score,0.0,1.5660170026456357,14,0.0,0.5943138529964462,14,0.0,0.5943138529964462,0.5943138529964462,0.5943138529964462,0.5943138529964462,,,0.5943138529964462,14,0.009864459999999999,0.0,0.0,0.009864459999999999,0.19682068,0.80317932,0.81304378,0.80317932,9238,1397,10635,9238,1397,9238,1397,0,0,0,0,1,1,0,0,0.19682067999999997,0.0,0.0,-1.0,0.0,0.0,0.0,0.032820913942695006,0.0,0.026057179919482212,0.0,0.014750978167028701,1,0.44387929377788615,rich,rich,rich,,False,False,[],False,0,1,z-ai/glm-5,0.0,0.1481006145477295,"{""combined_score"": 0.0, ""error"": ""Program execution failed: invalid syntax (tmpbvyfk1it.py, line 1)"", ""validity"": 0.0}","[{""input_tokens"": 9238, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 1397, ""raw_cost"": 0.009864459999999999, ""role"": ""generation"", ""total_tokens"": 10635}]",,,,[1397],[0.009864459999999999],[9238],"[""z-ai/glm-5""]",[1397],[9238],"[""generation""]",[10635],,1397,9238,0,0,0,0
17,iteration,costada,circle_packing,evaluator,,0,sum_radii,1.4534938453994986,1.5660170026456357,14,0.5516105675140413,0.5943138529964462,14,0.5516105675140413,0.5943138529964462,0.5943138529964462,0.5943138529964462,0.5943138529964462,,0.5516105675140413,0.5943138529964462,14,0.00971558,0.0,0.0,0.00971558,0.20653626,0.79346374,0.80317932,0.79346374,9389,1285,10674,9389,1285,9389,1285,0,0,0,0,1,1,0,0,0.20653626000000003,0.0,0.0,-0.07185308783751392,0.0,0.0,0.0,0.04335831044458211,0.0,0.007062898188484729,0.0,0.011013629665889188,2,0.4370051964775571,rich,rich,rich,,False,False,[],False,0,1,z-ai/glm-5,1.0,0.3170287609100342,"{""combined_score"": 0.5516105675140413, ""eval_time"": 0.16044974327087402, ""sum_radii"": 1.4534938453994986, ""target_ratio"": 0.5516105675140413, ""validity"": 1.0}","[{""input_tokens"": 9389, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 1285, ""raw_cost"": 0.00971558, ""role"": ""generation"", ""total_tokens"": 10674}]",,,,[1285],[0.00971558],[9389],"[""z-ai/glm-5""]",[1285],[9389],"[""generation""]",[10674],,1285,9389,0,0,0,0
18,iteration,costada,circle_packing,evaluator,,1,sum_radii,1.638151750610438,1.638151750610438,18,0.6216894689223674,0.6216894689223674,18,0.6216894689223674,0.6216894689223674,0.5943138529964462,0.6216894689223674,0.6216894689223674,,0.6216894689223674,0.6216894689223674,18,0.00930184,0.0,0.0,0.00930184,0.2158381,0.7841619,0.79346374,0.7841619,9022,1220,10242,9022,1220,9022,1220,0,0,0,0,1,1,0,0,0.21583810000000003,0.04606255733043613,0.04606255733043613,0.04606255733043613,0.04606255733043613,0.027375615925921193,0.04563803958827235,0.03410262650725274,0.04563803958827235,0.028015265886361225,0.04563803958827235,0.010160816752826055,0,0.44631750319099217,rich,rich,rich,,False,False,[],False,0,1,z-ai/glm-5,1.0,0.3159453868865967,"{""combined_score"": 0.6216894689223674, ""eval_time"": 0.15528583526611328, ""sum_radii"": 1.638151750610438, ""target_ratio"": 0.6216894689223674, ""validity"": 1.0}","[{""input_tokens"": 9022, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 1220, ""raw_cost"": 0.00930184, ""role"": ""generation"", ""total_tokens"": 10242}]",,,,[1220],[0.00930184],[9022],"[""z-ai/glm-5""]",[1220],[9022],"[""generation""]",[10242],,1220,9022,0,0,0,0
19,iteration,costada,circle_packing,evaluator,,0,combined_score,0.0,1.638151750610438,18,0.0,0.6216894689223674,18,0.0,0.5943138529964462,0.6216894689223674,0.6216894689223674,0.6216894689223674,,,0.6216894689223674,18,0.009610279999999999,0.0,0.0,0.009610279999999999,0.22544838,0.77455162,0.7841619,0.77455162,8754,1438,10192,8754,1438,8754,1438,0,0,0,0,1,1,0,0,0.22544838,0.0,0.0,-1.0,0.0,0.0,0.0,0.0390224794001239,0.0,0.006356608369636256,0.0,0.010160816752826055,3,0.43968075820173613,rich,rich,rich,,False,False,[],False,0,1,z-ai/glm-5,0.0,0.17290043830871582,"{""combined_score"": 0.0, ""error"": ""Program execution failed: unterminated string literal (detected at line 3) (tmpay94yx5p.py, line 3)"", ""validity"": 0.0}","[{""input_tokens"": 8754, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 1438, ""raw_cost"": 0.009610279999999999, ""role"": ""generation"", ""total_tokens"": 10192}]",,,,[1438],[0.009610279999999999],[8754],"[""z-ai/glm-5""]",[1438],[8754],"[""generation""]",[10192],,1438,8754,0,0,0,0
20,iteration,costada,circle_packing,evaluator,,1,combined_score,0.0,1.638151750610438,18,0.0,0.6216894689223674,18,0.0,0.6216894689223674,0.6216894689223674,0.6216894689223674,0.6216894689223674,,,0.6216894689223674,18,0.01122784,0.0,0.0,0.01122784,0.23667622,0.76332378,0.77455162,0.76332378,9052,2048,11100,9052,2048,9052,2048,0,0,0,0,1,1,0,0,0.23667622,0.0,0.0,-1.0,0.0,0.0,0.0,0.030692363856527464,0.0,0.025213739297725104,0.0,0.010160816752826055,1,0.44544117592572796,rich,rich,rich,,False,False,[],False,0,1,z-ai/glm-5,0.0,0.13335657119750977,"{""combined_score"": 0.0, ""error"": ""Program execution failed: invalid syntax (tmpnu3ycv2z.py, line 1)"", ""validity"": 0.0}","[{""input_tokens"": 9052, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 2048, ""raw_cost"": 0.01122784, ""role"": ""generation"", ""total_tokens"": 11100}]",,,,[2048],[0.01122784],[9052],"[""z-ai/glm-5""]",[2048],[9052],"[""generation""]",[11100],,2048,9052,0,0,0,0
21,iteration,costada,circle_packing,evaluator,,0,combined_score,0.0,1.638151750610438,18,0.0,0.6216894689223674,18,0.0,0.5943138529964462,0.6216894689223674,0.6216894689223674,0.6216894689223674,,,0.6216894689223674,18,0.01111984,0.01000532,0.0,0.02112516,0.25780137999999997,0.74219862,0.76332378,0.74219862,17668,3654,21322,17668,3654,8902,2048,8766,1606,0,0,2,1,1,0,0.25780137999999997,0.0,0.0,-1.0,0.0,0.0,0.0,0.035120231460111506,0.0,0.0057209475326726305,0.0,0.004208639617272844,4,0.44226554113649896,rich,rich,rich,,False,False,[],False,0,2,z-ai/glm-5,0.0,0.1633152961730957,"{""combined_score"": 0.0, ""error"": ""Program execution failed: unterminated string literal (detected at line 3) (tmpjldlm7g1.py, line 3)"", ""validity"": 0.0}","[{""input_tokens"": 8902, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 2048, ""raw_cost"": 0.01111984, ""role"": ""generation"", ""total_tokens"": 10950}, {""input_tokens"": 8766, ""meta"": {}, ""model_name"": ""z-ai/glm-5"", ""output_tokens"": 1606, ""raw_cost"": 0.01000532, ""role"": ""retry"", ""total_tokens"": 10372}]",,,,"[2048, 1606]","[0.01111984, 0.01000532]","[8902, 8766]","[""z-ai/glm-5"", ""z-ai/glm-5""]","[2048, 1606]","[8902, 8766]","[""generation"", ""retry""]","[10950, 10372]",,2048,8902,0,0,1606,8766
